label_avg_price_per_room,no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,no_of_special_requests,no_total_people,no_total_nights,season_group
2,1,0,1,0,Meal Plan 1,0,Room_Type 1,77,2018,10,30,Online,0,0,0,2,1,1,Autumn
3,1,0,0,1,Meal Plan 1,0,Room_Type 1,28,2018,5,19,Online,0,0,0,1,1,1,Spring
3,2,0,0,4,Meal Plan 2,0,Room_Type 1,296,2018,9,21,Offline,0,0,0,1,2,4,Autumn
2,2,0,2,1,Meal Plan 1,0,Room_Type 1,20,2018,2,7,Online,0,0,0,2,2,3,Winter
3,2,0,0,4,Meal Plan 1,0,Room_Type 6,2,2018,10,4,Online,0,0,0,1,2,4,Autumn
2,1,0,2,2,Meal Plan 1,0,Room_Type 1,62,2018,9,4,Online,0,0,0,1,1,4,Autumn
1,2,0,0,2,Meal Plan 1,0,Room_Type 1,94,2017,12,3,Online,0,0,0,1,2,2,Winter
3,3,0,2,1,Meal Plan 1,0,Room_Type 4,6,2018,3,19,Online,0,0,0,1,3,3,Spring
2,2,0,2,3,Meal Plan 1,0,Room_Type 1,183,2018,5,6,Online,0,0,0,1,2,5,Spring
3,2,0,3,5,Meal Plan 1,0,Room_Type 1,213,2018,9,19,Online,0,0,0,0,2,8,Autumn
2,1,0,1,0,Not Selected,0,Room_Type 1,15,2018,9,12,Online,0,0,0,0,1,1,Autumn
3,2,0,1,3,Meal Plan 1,0,Room_Type 4,42,2018,3,24,Online,0,0,0,1,2,4,Spring
3,3,0,2,5,Meal Plan 1,0,Room_Type 4,77,2018,8,3,Online,0,0,0,2,3,7,Summer
3,1,0,1,0,Meal Plan 1,0,Room_Type 1,164,2018,10,16,Offline,0,0,0,0,1,1,Autumn
2,2,0,1,3,Meal Plan 1,0,Room_Type 1,79,2018,3,24,Online,0,0,0,1,2,4,Spring
2,2,0,0,3,Meal Plan 1,1,Room_Type 1,87,2017,9,15,Online,0,0,0,1,2,3,Autumn
3,2,0,0,2,Meal Plan 2,0,Room_Type 1,19,2018,3,18,Online,0,0,0,0,2,2,Spring
2,1,0,0,1,Not Selected,0,Room_Type 1,36,2018,10,13,Online,0,0,0,2,1,1,Autumn
2,1,0,0,2,Meal Plan 1,0,Room_Type 1,1,2017,9,22,Online,0,0,0,0,1,2,Autumn
2,2,0,0,2,Meal Plan 1,0,Room_Type 1,22,2017,11,26,Online,0,0,0,0,2,2,Autumn
3,3,0,2,2,Meal Plan 1,0,Room_Type 4,92,2018,5,15,Online,0,0,0,2,3,4,Spring
3,3,0,1,2,Meal Plan 1,0,Room_Type 4,80,2018,11,18,Online,0,0,0,2,3,3,Autumn
2,1,0,1,1,Meal Plan 1,0,Room_Type 1,44,2018,11,19,Online,0,0,0,0,1,2,Autumn
2,3,0,0,4,Meal Plan 1,0,Room_Type 4,55,2017,10,28,Offline,0,0,0,1,3,4,Autumn
3,2,0,1,2,Meal Plan 1,0,Room_Type 4,57,2018,3,21,Online,0,0,0,1,2,3,Spring
1,2,1,2,2,Meal Plan 1,0,Room_Type 1,30,2018,12,23,Online,0,0,0,0,3,4,Winter
1,1,0,1,2,Meal Plan 1,0,Room_Type 1,256,2017,9,14,Offline,0,0,0,0,1,3,Autumn
3,2,1,0,1,Meal Plan 1,0,Room_Type 1,1,2018,3,24,Online,0,0,0,2,3,1,Spring
3,3,0,0,2,Meal Plan 1,0,Room_Type 4,29,2018,10,5,Online,0,0,0,3,3,2,Autumn
2,2,0,0,2,Not Selected,0,Room_Type 1,51,2018,10,5,Online,0,0,0,1,2,2,Autumn
1,2,0,0,3,Meal Plan 1,0,Room_Type 1,144,2017,12,29,Online,0,0,0,2,2,3,Winter
2,1,0,0,3,Meal Plan 1,0,Room_Type 1,37,2018,10,13,Offline,0,0,0,0,1,3,Autumn
2,2,0,0,3,Not Selected,0,Room_Type 1,5,2018,11,23,Online,0,0,0,0,2,3,Autumn
2,1,0,0,1,Meal Plan 1,0,Room_Type 1,23,2018,11,11,Online,0,0,0,2,1,1,Autumn
3,2,0,2,2,Meal Plan 1,0,Room_Type 4,107,2018,11,6,Online,0,0,0,0,2,4,Autumn
3,2,0,0,1,Not Selected,0,Room_Type 1,5,2017,9,9,Online,0,0,0,1,2,1,Autumn
2,2,0,1,2,Meal Plan 1,0,Room_Type 1,3,2018,6,10,Offline,0,0,0,0,2,3,Summer
2,2,0,0,2,Not Selected,0,Room_Type 1,119,2018,5,6,Online,0,0,0,0,2,2,Spring
3,2,0,0,2,Meal Plan 1,0,Room_Type 4,23,2018,10,28,Online,0,0,0,2,2,2,Autumn
3,2,0,0,2,Meal Plan 1,0,Room_Type 1,3,2017,8,18,Online,0,0,0,2,2,2,Summer
2,1,0,0,3,Meal Plan 1,0,Room_Type 1,204,2018,5,5,Offline,0,0,0,0,1,3,Spring
2,2,0,2,1,Meal Plan 1,0,Room_Type 1,15,2018,11,19,Online,0,0,0,2,2,3,Autumn
3,2,0,0,5,Meal Plan 1,0,Room_Type 1,22,2018,5,10,Online,0,0,0,0,2,5,Spring
1,2,0,2,1,Not Selected,0,Room_Type 1,31,2018,3,5,Online,0,0,0,0,2,3,Spring
3,2,0,0,2,Meal Plan 1,0,Room_Type 1,31,2018,8,4,Online,0,0,0,2,2,2,Summer
3,3,0,0,3,Meal Plan 1,1,Room_Type 4,135,2018,8,9,Online,0,0,0,1,3,3,Summer
2,3,0,0,2,Meal Plan 1,0,Room_Type 1,30,2018,3,4,Online,0,0,0,0,3,2,Spring
2,2,0,2,2,Not Selected,0,Room_Type 1,22,2018,8,28,Online,0,0,0,2,2,4,Summer
2,2,0,1,1,Meal Plan 1,0,Room_Type 1,127,2018,6,27,Online,0,0,0,1,2,2,Summer
2,2,0,2,1,Meal Plan 1,0,Room_Type 1,98,2018,10,30,Online,0,0,0,1,2,3,Autumn
2,2,0,0,2,Not Selected,0,Room_Type 1,23,2018,11,17,Online,0,0,0,2,2,2,Autumn
1,1,0,2,1,Meal Plan 1,0,Room_Type 1,282,2017,10,10,Online,0,0,0,0,1,3,Autumn
2,1,0,0,2,Meal Plan 1,0,Room_Type 1,164,2018,7,1,Online,0,0,0,1,1,2,Summer
3,2,0,1,3,Meal Plan 1,0,Room_Type 1,100,2018,5,19,Online,0,0,0,1,2,4,Spring
2,2,0,2,2,Meal Plan 1,0,Room_Type 4,16,2018,5,29,Online,0,0,0,2,2,4,Spring
2,2,0,0,4,Meal Plan 1,1,Room_Type 1,22,2018,11,1,Online,0,0,0,2,2,4,Autumn
2,2,0,0,3,Meal Plan 1,0,Room_Type 1,304,2018,11,3,Offline,0,0,0,0,2,3,Autumn
1,1,0,0,1,Meal Plan 1,0,Room_Type 1,2,2018,1,27,Complementary,0,0,0,0,1,1,Winter
2,2,0,1,2,Meal Plan 1,0,Room_Type 1,280,2018,9,19,Offline,0,0,0,0,2,3,Autumn
3,2,0,1,2,Meal Plan 1,0,Room_Type 1,15,2018,4,15,Online,0,0,0,1,2,3,Spring
1,1,0,1,3,Meal Plan 1,0,Room_Type 1,79,2018,4,7,Online,0,0,0,0,1,4,Spring
3,2,0,0,2,Meal Plan 2,0,Room_Type 1,292,2018,7,21,Offline,0,0,0,0,2,2,Summer
2,2,0,1,2,Meal Plan 1,0,Room_Type 1,5,2018,12,19,Online,0,0,0,0,2,3,Winter
3,2,0,0,2,Not Selected,0,Room_Type 1,35,2018,8,10,Online,0,0,0,0,2,2,Summer
3,1,0,2,2,Meal Plan 1,0,Room_Type 4,76,2018,11,6,Online,0,0,0,0,1,4,Autumn
3,2,0,0,1,Meal Plan 1,0,Room_Type 1,143,2018,10,18,Online,0,0,0,2,2,1,Autumn
2,2,0,2,4,Meal Plan 1,0,Room_Type 1,56,2018,3,19,Online,0,0,0,0,2,6,Spring
2,2,0,0,2,Meal Plan 2,0,Room_Type 1,0,2017,8,14,Offline,0,0,0,0,2,2,Summer
3,3,0,0,5,Meal Plan 1,0,Room_Type 4,42,2018,8,23,Online,0,0,0,0,3,5,Summer
2,1,0,1,1,Meal Plan 1,0,Room_Type 1,21,2018,10,17,Corporate,1,0,3,0,1,2,Autumn
2,2,0,2,5,Meal Plan 1,0,Room_Type 4,54,2018,4,11,Online,0,0,0,0,2,7,Spring
1,2,0,0,3,Meal Plan 1,0,Room_Type 1,44,2018,2,17,Offline,0,0,0,0,2,3,Winter
2,2,0,0,1,Not Selected,0,Room_Type 1,3,2018,4,19,Online,0,0,0,2,2,1,Spring
3,2,0,0,3,Meal Plan 2,0,Room_Type 1,9,2018,2,17,Offline,0,0,0,0,2,3,Winter
2,2,0,0,3,Meal Plan 1,0,Room_Type 1,279,2018,10,12,Offline,0,0,0,0,2,3,Autumn
1,2,0,0,3,Meal Plan 1,0,Room_Type 1,58,2018,3,17,Offline,0,0,0,0,2,3,Spring
2,2,0,0,5,Not Selected,0,Room_Type 1,128,2018,8,9,Online,0,0,0,1,2,5,Summer
3,1,0,2,4,Meal Plan 1,0,Room_Type 1,69,2018,6,12,Offline,0,0,0,0,1,6,Summer
1,2,0,0,1,Meal Plan 1,1,Room_Type 7,4,2017,11,20,Complementary,0,0,0,2,2,1,Autumn
3,1,0,1,0,Meal Plan 1,0,Room_Type 1,0,2018,5,23,Offline,0,0,0,1,1,1,Spring
2,2,0,1,2,Meal Plan 2,0,Room_Type 1,105,2017,10,12,Offline,0,0,0,0,2,3,Autumn
3,3,0,0,4,Meal Plan 1,0,Room_Type 4,73,2018,7,6,Online,0,0,0,0,3,4,Summer
3,2,0,0,2,Meal Plan 1,0,Room_Type 1,22,2018,5,20,Offline,0,0,0,0,2,2,Spring
1,2,0,2,3,Meal Plan 1,0,Room_Type 1,276,2018,5,13,Offline,0,0,0,0,2,5,Spring
2,2,0,0,2,Meal Plan 1,0,Room_Type 1,104,2018,4,26,Online,0,0,0,2,2,2,Spring
3,2,0,0,1,Not Selected,0,Room_Type 1,37,2018,5,7,Online,0,0,0,0,2,1,Spring
3,2,1,1,0,Meal Plan 2,0,Room_Type 1,87,2018,8,15,Online,0,0,0,0,3,1,Summer
1,2,0,0,2,Meal Plan 2,0,Room_Type 1,56,2017,9,17,Offline,0,0,0,0,2,2,Autumn
3,2,1,0,3,Meal Plan 1,0,Room_Type 1,26,2017,10,6,Online,0,0,0,1,3,3,Autumn
1,1,0,0,1,Meal Plan 1,0,Room_Type 1,9,2017,12,10,Corporate,0,0,0,0,1,1,Winter
1,1,0,1,2,Meal Plan 1,0,Room_Type 1,219,2017,9,4,Offline,0,0,0,0,1,3,Autumn
2,1,0,0,1,Not Selected,0,Room_Type 1,1,2017,10,14,Online,0,0,0,1,1,1,Autumn
3,2,0,0,2,Meal Plan 1,0,Room_Type 1,34,2018,9,9,Online,0,0,0,1,2,2,Autumn
1,1,0,1,1,Meal Plan 1,0,Room_Type 1,4,2018,4,18,Corporate,1,1,14,1,1,2,Spring
1,2,1,0,2,Not Selected,0,Room_Type 1,1,2018,11,30,Online,0,0,0,1,3,2,Autumn
1,2,0,2,2,Meal Plan 1,0,Room_Type 1,204,2017,10,9,Offline,0,0,0,0,2,4,Autumn
3,3,0,1,5,Meal Plan 2,0,Room_Type 4,179,2018,8,15,Online,0,0,0,0,3,6,Summer
2,2,0,0,3,Meal Plan 1,0,Room_Type 1,28,2018,9,27,Online,0,0,0,1,2,3,Autumn
3,2,0,2,1,Meal Plan 1,0,Room_Type 1,26,2018,9,17,Online,0,0,0,2,2,3,Autumn
1,2,0,2,2,Meal Plan 1,0,Room_Type 4,126,2018,5,15,Online,0,0,0,1,2,4,Spring
2,2,0,2,1,Meal Plan 1,0,Room_Type 1,205,2018,5,29,Offline,0,0,0,0,2,3,Spring
3,2,0,0,2,Meal Plan 2,0,Room_Type 1,346,2018,9,13,Offline,0,0,0,1,2,2,Autumn
2,3,0,4,5,Meal Plan 1,0,Room_Type 1,167,2018,8,21,Offline,0,0,0,2,3,9,Summer
2,2,0,0,3,Meal Plan 1,0,Room_Type 4,338,2018,12,15,Online,0,0,0,0,2,3,Winter
2,2,0,0,1,Meal Plan 1,0,Room_Type 1,80,2018,1,7,Online,0,0,0,0,2,1,Winter
2,2,0,0,3,Meal Plan 1,0,Room_Type 2,46,2017,11,4,Online,0,0,0,1,2,3,Autumn
2,1,0,1,3,Meal Plan 1,0,Room_Type 4,27,2018,6,13,Online,0,0,0,1,1,4,Summer
2,3,0,1,3,Meal Plan 1,0,Room_Type 4,98,2018,12,26,Online,0,0,0,0,3,4,Winter
3,2,0,2,2,Meal Plan 2,0,Room_Type 1,175,2018,7,24,Online,0,0,0,1,2,4,Summer
3,2,0,1,2,Meal Plan 1,0,Room_Type 1,193,2018,6,20,Offline,0,0,0,0,2,3,Summer
3,2,1,0,1,Meal Plan 1,0,Room_Type 1,0,2018,7,1,Online,0,0,0,0,3,1,Summer
2,2,0,0,2,Meal Plan 2,0,Room_Type 1,74,2017,9,18,Offline,0,0,0,0,2,2,Autumn
1,2,0,1,1,Not Selected,0,Room_Type 1,90,2017,7,20,Online,0,0,0,0,2,2,Summer
1,2,0,2,1,Not Selected,0,Room_Type 1,38,2018,4,17,Online,0,0,0,1,2,3,Spring
3,2,0,1,2,Meal Plan 1,0,Room_Type 1,31,2018,5,2,Online,0,0,0,1,2,3,Spring
2,2,0,2,3,Meal Plan 1,0,Room_Type 1,166,2018,7,7,Online,0,0,0,2,2,5,Summer
3,2,2,1,3,Meal Plan 1,0,Room_Type 6,81,2018,10,10,Online,0,0,0,1,4,4,Autumn
2,1,0,2,4,Not Selected,0,Room_Type 1,37,2018,3,31,Online,0,0,0,0,1,6,Spring
3,2,0,2,1,Meal Plan 1,0,Room_Type 4,18,2018,8,14,Offline,0,0,0,0,2,3,Summer
3,2,2,0,1,Meal Plan 1,0,Room_Type 6,4,2017,8,27,Online,0,0,0,1,4,1,Summer
3,2,0,1,2,Meal Plan 2,0,Room_Type 4,94,2018,5,20,Online,0,0,0,0,2,3,Spring
2,1,0,0,3,Meal Plan 1,0,Room_Type 4,11,2018,6,14,Corporate,0,0,0,0,1,3,Summer
3,2,1,0,1,Meal Plan 1,1,Room_Type 4,0,2018,6,8,Online,0,0,0,2,3,1,Summer
2,1,0,0,3,Meal Plan 1,0,Room_Type 4,28,2018,6,14,Online,0,0,0,1,1,3,Summer
2,1,0,1,2,Meal Plan 1,0,Room_Type 1,19,2018,10,3,Corporate,1,1,5,0,1,3,Autumn
3,2,2,1,3,Meal Plan 1,0,Room_Type 6,85,2018,9,22,Online,0,0,0,0,4,4,Autumn
2,2,0,1,2,Meal Plan 1,0,Room_Type 1,132,2018,8,29,Online,0,0,0,0,2,3,Summer
1,2,0,1,1,Meal Plan 1,0,Room_Type 1,59,2018,12,17,Offline,0,0,0,0,2,2,Winter
2,2,0,1,4,Meal Plan 1,1,Room_Type 1,83,2017,8,5,Online,0,0,0,1,2,5,Summer
2,2,0,0,1,Not Selected,0,Room_Type 1,9,2018,5,25,Online,0,0,0,0,2,1,Spring
1,2,0,0,2,Meal Plan 1,0,Room_Type 1,16,2017,11,27,Offline,0,0,0,0,2,2,Autumn
3,2,2,1,0,Meal Plan 1,0,Room_Type 7,73,2018,8,21,Online,0,0,0,2,4,1,Summer
1,2,0,2,3,Meal Plan 1,0,Room_Type 4,101,2018,1,1,Offline,0,0,0,0,2,5,Winter
2,2,0,2,1,Meal Plan 1,0,Room_Type 1,18,2018,3,19,Online,0,0,0,0,2,3,Spring
3,2,0,0,2,Meal Plan 2,0,Room_Type 1,265,2018,6,24,Offline,0,0,0,1,2,2,Summer
3,2,2,0,1,Meal Plan 1,0,Room_Type 6,20,2018,7,6,Online,0,0,0,3,4,1,Summer
3,2,0,2,0,Meal Plan 1,0,Room_Type 4,48,2018,5,29,Online,0,0,0,0,2,2,Spring
3,2,2,2,1,Not Selected,0,Room_Type 6,0,2017,8,8,Online,0,0,0,0,4,3,Summer
3,2,2,0,2,Meal Plan 2,0,Room_Type 6,30,2018,9,2,Online,0,0,0,1,4,2,Autumn
2,2,0,1,0,Not Selected,0,Room_Type 1,4,2018,5,8,Online,0,0,0,0,2,1,Spring
1,2,0,2,3,Meal Plan 1,0,Room_Type 1,228,2018,6,26,Online,0,0,0,1,2,5,Summer
1,2,0,1,3,Meal Plan 1,0,Room_Type 1,26,2017,11,23,Offline,0,0,0,1,2,4,Autumn
1,2,0,0,2,Meal Plan 1,0,Room_Type 1,94,2017,12,3,Online,0,0,0,1,2,2,Winter
2,2,0,2,1,Meal Plan 2,0,Room_Type 1,145,2017,8,29,Offline,0,0,0,0,2,3,Summer
3,3,0,0,5,Meal Plan 1,0,Room_Type 4,107,2018,6,28,Online,0,0,0,2,3,5,Summer
1,2,0,0,1,Meal Plan 1,0,Room_Type 1,289,2017,10,17,Offline,0,0,0,0,2,1,Autumn
3,3,0,3,8,Meal Plan 1,0,Room_Type 4,34,2018,3,10,Online,0,0,0,1,3,11,Spring
2,2,0,1,2,Meal Plan 1,0,Room_Type 1,78,2018,3,25,Offline,0,0,0,0,2,3,Spring
1,1,0,1,1,Meal Plan 1,0,Room_Type 1,33,2018,1,25,Complementary,0,0,0,0,1,2,Winter
1,1,1,2,1,Meal Plan 2,0,Room_Type 2,117,2017,8,1,Offline,0,0,0,1,2,3,Summer
3,3,0,2,1,Meal Plan 1,0,Room_Type 1,13,2018,2,6,Online,0,0,0,2,3,3,Winter
1,2,0,0,2,Not Selected,0,Room_Type 1,49,2018,5,6,Offline,0,0,0,0,2,2,Spring
1,2,0,1,2,Meal Plan 1,0,Room_Type 1,290,2018,6,17,Offline,0,0,0,0,2,3,Summer
1,1,0,0,2,Meal Plan 2,0,Room_Type 1,39,2017,8,14,Online,0,0,0,0,1,2,Summer
2,2,0,0,1,Meal Plan 1,0,Room_Type 1,10,2018,9,7,Online,0,0,0,1,2,1,Autumn
2,2,0,0,1,Meal Plan 1,0,Room_Type 1,4,2018,11,22,Online,0,0,0,1,2,1,Autumn
1,2,0,1,4,Meal Plan 1,0,Room_Type 1,336,2018,9,21,Offline,0,0,0,0,2,5,Autumn
2,1,0,0,3,Meal Plan 1,0,Room_Type 1,166,2018,11,1,Offline,0,0,0,0,1,3,Autumn
1,2,0,0,3,Meal Plan 1,0,Room_Type 1,44,2018,2,17,Offline,0,0,0,0,2,3,Winter
2,2,0,0,1,Meal Plan 1,1,Room_Type 1,11,2017,11,3,Online,0,0,0,1,2,1,Autumn
1,2,0,0,4,Not Selected,0,Room_Type 1,183,2018,10,26,Online,0,0,0,2,2,4,Autumn
3,2,0,2,1,Meal Plan 1,0,Room_Type 1,6,2018,8,13,Online,0,0,0,2,2,3,Summer
2,2,0,1,2,Meal Plan 1,1,Room_Type 1,2,2018,1,8,Online,0,0,0,1,2,3,Winter
3,2,0,0,2,Meal Plan 1,0,Room_Type 1,1,2018,10,21,Online,0,0,0,0,2,2,Autumn
1,1,0,2,1,Meal Plan 1,0,Room_Type 1,1,2018,2,28,Offline,0,0,0,0,1,3,Winter
2,1,0,1,2,Meal Plan 1,0,Room_Type 1,10,2018,11,28,Online,0,0,0,2,1,3,Autumn
3,3,1,0,3,Meal Plan 1,0,Room_Type 7,13,2018,8,10,Online,0,0,0,2,4,3,Summer
2,2,0,1,2,Meal Plan 1,0,Room_Type 1,87,2017,9,18,Online,0,0,0,0,2,3,Autumn
1,2,0,1,3,Meal Plan 1,0,Room_Type 1,259,2018,10,3,Online,0,0,0,0,2,4,Autumn
1,1,0,0,1,Meal Plan 1,0,Room_Type 1,22,2017,11,17,Corporate,0,0,0,1,1,1,Autumn
3,2,0,2,5,Meal Plan 1,0,Room_Type 4,134,2018,10,22,Online,0,0,0,1,2,7,Autumn
3,2,2,2,2,Meal Plan 2,0,Room_Type 6,151,2018,8,28,Online,0,0,0,2,4,4,Summer
3,2,2,2,2,Meal Plan 2,1,Room_Type 1,141,2018,7,10,Online,0,0,0,1,4,4,Summer
3,2,0,2,3,Meal Plan 1,0,Room_Type 1,74,2018,11,10,Online,0,0,0,1,2,5,Autumn
2,2,0,1,0,Not Selected,0,Room_Type 1,27,2018,6,20,Online,0,0,0,2,2,1,Summer
1,2,0,0,1,Not Selected,0,Room_Type 1,158,2018,7,16,Online,0,0,0,0,2,1,Summer
2,2,0,1,2,Meal Plan 1,0,Room_Type 1,234,2018,9,5,Online,0,0,0,1,2,3,Autumn
1,2,0,0,1,Meal Plan 1,0,Room_Type 1,16,2018,11,16,Online,0,0,0,0,2,1,Autumn
2,2,0,0,3,Meal Plan 1,0,Room_Type 4,47,2018,3,10,Online,0,0,0,0,2,3,Spring
3,1,0,0,1,Not Selected,0,Room_Type 1,0,2018,6,21,Online,0,0,0,1,1,1,Summer
1,1,0,0,1,Not Selected,0,Room_Type 1,20,2018,6,2,Offline,0,0,0,0,1,1,Summer
2,2,0,0,4,Meal Plan 1,0,Room_Type 1,37,2017,11,11,Online,0,0,0,1,2,4,Autumn
2,2,0,0,3,Meal Plan 1,0,Room_Type 1,304,2018,11,3,Offline,0,0,0,0,2,3,Autumn
1,1,0,0,2,Meal Plan 1,1,Room_Type 1,9,2018,11,23,Corporate,0,0,0,0,1,2,Autumn
3,2,0,2,3,Meal Plan 1,0,Room_Type 4,86,2018,10,22,Online,0,0,0,1,2,5,Autumn
1,2,0,1,2,Meal Plan 1,0,Room_Type 1,192,2018,10,31,Offline,0,0,0,0,2,3,Autumn
1,2,0,2,5,Not Selected,0,Room_Type 1,40,2018,2,14,Online,0,0,0,0,2,7,Winter
2,2,0,0,2,Meal Plan 1,0,Room_Type 1,211,2018,5,20,Offline,0,0,0,0,2,2,Spring
1,1,0,2,1,Meal Plan 1,0,Room_Type 1,116,2018,2,28,Offline,0,0,0,0,1,3,Winter
3,2,2,2,5,Meal Plan 1,0,Room_Type 7,41,2018,10,15,Online,0,0,0,1,4,7,Autumn
3,3,0,2,4,Meal Plan 1,0,Room_Type 6,19,2018,9,18,Online,0,0,0,1,3,6,Autumn
2,1,0,0,1,Meal Plan 1,0,Room_Type 1,0,2017,9,8,Corporate,0,0,0,0,1,1,Autumn
2,2,0,0,2,Meal Plan 2,0,Room_Type 1,74,2017,9,18,Offline,0,0,0,0,2,2,Autumn
1,2,0,0,1,Meal Plan 1,0,Room_Type 1,65,2018,10,27,Online,0,0,0,1,2,1,Autumn
2,2,0,2,1,Not Selected,0,Room_Type 1,95,2018,10,2,Online,0,0,0,2,2,3,Autumn
3,3,0,2,3,Meal Plan 1,0,Room_Type 4,19,2018,4,9,Online,0,0,0,0,3,5,Spring
3,2,0,1,3,Not Selected,0,Room_Type 1,123,2018,9,5,Online,0,0,0,1,2,4,Autumn
2,3,0,2,5,Meal Plan 1,0,Room_Type 1,124,2018,7,14,Offline,0,0,0,0,3,7,Summer
2,2,1,1,3,Not Selected,0,Room_Type 1,30,2018,7,14,Offline,0,0,0,1,3,4,Summer
2,1,0,0,1,Meal Plan 1,0,Room_Type 1,164,2017,10,2,Offline,0,0,0,0,1,1,Autumn
1,2,0,0,5,Meal Plan 1,0,Room_Type 1,140,2017,12,29,Offline,0,0,0,0,2,5,Winter
1,1,0,0,3,Meal Plan 1,0,Room_Type 1,19,2017,10,6,Offline,1,1,0,0,1,3,Autumn
2,2,0,0,1,Not Selected,0,Room_Type 1,0,2018,4,16,Online,0,0,0,1,2,1,Spring
2,2,0,0,2,Meal Plan 2,0,Room_Type 1,102,2017,10,16,Offline,0,0,0,0,2,2,Autumn
2,2,0,1,5,Not Selected,0,Room_Type 1,94,2018,7,12,Online,0,0,0,0,2,6,Summer
2,2,0,0,3,Meal Plan 1,0,Room_Type 1,42,2017,9,17,Online,0,0,0,3,2,3,Autumn
3,1,0,2,2,Meal Plan 1,0,Room_Type 1,24,2018,4,30,Online,0,0,0,1,1,4,Spring
1,1,0,1,1,Meal Plan 1,0,Room_Type 1,32,2018,7,18,Offline,0,0,0,0,1,2,Summer
3,2,0,0,2,Meal Plan 1,0,Room_Type 4,86,2018,4,20,Online,0,0,0,0,2,2,Spring
1,3,0,2,2,Meal Plan 1,0,Room_Type 1,26,2017,12,26,Offline,0,0,0,1,3,4,Winter
2,2,0,2,3,Meal Plan 1,0,Room_Type 1,221,2018,10,22,Online,0,0,0,2,2,5,Autumn
1,2,1,0,2,Meal Plan 1,0,Room_Type 4,11,2017,12,11,Complementary,0,0,0,2,3,2,Winter
1,1,0,0,3,Meal Plan 1,0,Room_Type 4,16,2018,3,8,Corporate,0,0,0,0,1,3,Spring
3,2,0,2,2,Meal Plan 1,0,Room_Type 4,68,2018,9,24,Online,0,0,0,2,2,4,Autumn
1,2,0,2,3,Meal Plan 1,0,Room_Type 1,182,2018,10,16,Online,0,0,0,2,2,5,Autumn
1,1,0,0,3,Meal Plan 1,0,Room_Type 1,70,2017,11,26,Offline,0,0,0,0,1,3,Autumn
2,2,0,1,1,Meal Plan 1,0,Room_Type 1,1,2018,1,30,Online,0,0,0,1,2,2,Winter
3,1,0,0,2,Not Selected,0,Room_Type 1,19,2018,9,23,Online,0,0,0,1,1,2,Autumn
3,2,0,2,2,Not Selected,0,Room_Type 1,11,2018,8,13,Online,0,0,0,0,2,4,Summer
2,2,0,0,4,Meal Plan 1,0,Room_Type 4,7,2018,12,7,Online,0,0,0,0,2,4,Winter
1,1,0,0,4,Meal Plan 1,0,Room_Type 1,14,2018,5,18,Online,0,0,0,0,1,4,Spring
1,2,0,2,1,Meal Plan 1,0,Room_Type 1,5,2018,8,21,Offline,0,0,0,0,2,3,Summer
3,2,0,2,2,Meal Plan 1,0,Room_Type 4,24,2018,5,29,Online,0,0,0,1,2,4,Spring
1,1,0,0,2,Meal Plan 2,0,Room_Type 1,102,2017,10,16,Offline,0,0,0,0,1,2,Autumn
2,1,0,0,2,Meal Plan 1,0,Room_Type 1,192,2018,6,24,Offline,0,0,0,0,1,2,Summer
2,1,0,1,1,Meal Plan 1,0,Room_Type 1,0,2018,10,17,Corporate,0,0,0,0,1,2,Autumn
2,2,0,1,0,Not Selected,0,Room_Type 1,50,2018,10,17,Online,0,0,0,1,2,1,Autumn
2,1,0,0,2,Meal Plan 2,0,Room_Type 1,292,2018,7,21,Offline,0,0,0,0,1,2,Summer
2,2,0,1,3,Not Selected,0,Room_Type 1,63,2018,7,25,Online,0,0,0,1,2,4,Summer
3,3,0,2,3,Meal Plan 1,0,Room_Type 4,29,2018,5,19,Online,0,0,0,2,3,5,Spring
1,1,0,1,2,Meal Plan 1,0,Room_Type 1,237,2017,9,14,Online,0,0,0,0,1,3,Autumn
2,2,0,0,3,Meal Plan 1,0,Room_Type 1,183,2018,9,8,Offline,0,0,0,1,2,3,Autumn
2,2,0,1,1,Meal Plan 2,0,Room_Type 1,247,2018,6,6,Offline,0,0,0,0,2,2,Summer
2,2,0,0,2,Not Selected,0,Room_Type 1,38,2018,11,3,Online,0,0,0,1,2,2,Autumn
3,3,0,2,6,Meal Plan 1,0,Room_Type 4,131,2018,7,30,Online,0,0,0,0,3,8,Summer
1,1,0,0,2,Meal Plan 1,1,Room_Type 1,1,2018,8,17,Corporate,0,0,0,1,1,2,Summer
1,2,0,0,3,Meal Plan 1,0,Room_Type 1,6,2018,2,4,Offline,0,0,0,0,2,3,Winter
2,2,0,1,3,Not Selected,0,Room_Type 1,221,2018,9,12,Online,0,0,0,1,2,4,Autumn
3,2,0,0,3,Not Selected,0,Room_Type 1,8,2018,8,17,Online,0,0,0,1,2,3,Summer
2,2,0,0,2,Not Selected,0,Room_Type 1,72,2018,9,14,Corporate,0,0,0,1,2,2,Autumn
3,2,0,2,0,Meal Plan 2,0,Room_Type 1,386,2018,10,23,Offline,0,0,0,1,2,2,Autumn
